date,code,open,high,low,close,volume,amount,pctChg
2016-10-28,sh.000300,3332.5120,3382.8260,3330.9670,3340.1260,53299398400,555397822897.0000,0.372205
2016-11-04,sh.000300,3332.4060,3379.9890,3317.3280,3354.1750,46778132500,513968733389.0000,0.420613
2016-11-11,sh.000300,3353.4440,3422.6710,3322.0800,3417.2210,67562336000,668620724115.0000,1.879628
2016-11-18,sh.000300,3409.2240,3452.6160,3408.1390,3417.4550,71513487200,711427168885.0000,0.006848
2016-11-25,sh.000300,3412.6520,3521.3030,3412.0800,3521.2980,77671428600,817944006011.0000,3.038606
2016-12-02,sh.000300,3538.6750,3583.7190,3516.7880,3528.9550,99938025800,1062243701272.0000,0.217448
2016-12-09,sh.000300,3473.6880,3507.9270,3445.7560,3493.7000,67841377800,703048385532.0000,-0.998993
2016-12-16,sh.000300,3489.2680,3495.8020,3327.1430,3346.0310,63831667400,669420417379.0000,-4.226722
2016-12-23,sh.000300,3342.3450,3344.8580,3289.2680,3307.5990,46718722700,472968875741.0000,-1.148555
2016-12-30,sh.000300,3293.2240,3330.2320,3267.0480,3310.0810,37611281700,399764521801.0000,0.075039
2017-01-06,sh.000300,3313.9530,3373.4120,3313.9530,3347.6670,35241419400,367888717566.0000,1.135531
2017-01-13,sh.000300,3345.7480,3370.5050,3309.3740,3319.9120,42401826400,416788525722.0000,-0.829055
2017-01-20,sh.000300,3314.1510,3358.4120,3264.2070,3354.8890,42931596000,438398736554.0000,1.053552
2017-01-26,sh.000300,3359.0540,3395.8850,3355.8470,3387.9610,26544530200,271514525550.0000,0.985785
2017-02-03,sh.000300,3390.9310,3392.4770,3362.5650,3364.4920,5518886100,57113853255.0000,-0.692688
2017-02-10,sh.000300,3368.1080,3422.3260,3347.4300,3413.4870,42900593600,450078858523.0000,1.456238
2017-02-17,sh.000300,3416.9170,3457.5560,3416.8750,3421.4420,56547433900,568366240944.0000,0.233076
2017-02-24,sh.000300,3421.6430,3492.9620,3421.6430,3473.8520,54535832800,571020447768.0000,1.531840
2017-03-03,sh.000300,3471.1320,3472.8360,3412.8310,3427.8630,44804050300,486013769998.0000,-1.323833
2017-03-10,sh.000300,3427.2530,3457.0350,3414.6780,3427.8920,39757987200,451039041836.0000,0.000875
2017-03-17,sh.000300,3425.6720,3492.1270,3412.6880,3445.8050,45795651400,544927453946.0000,0.522595
2017-03-24,sh.000300,3449.0520,3499.3180,3429.8250,3489.6000,50134196600,598729586047.0000,1.270966
2017-03-31,sh.000300,3488.7650,3505.9790,3422.3660,3456.0450,50401631600,559620345638.0000,-0.961543
2017-04-07,sh.000300,3476.4230,3526.8150,3475.1490,3517.4630,42045922500,450524300904.0000,1.777118
2017-04-14,sh.000300,3519.4600,3523.0970,3466.1390,3486.5040,75511364000,811130989043.0000,-0.880151
2017-04-21,sh.000300,3475.7380,3489.0840,3418.5140,3466.7870,56804536600,626911677151.0000,-0.565524
2017-04-28,sh.000300,3458.2280,3466.5650,3399.5390,3439.7530,54560374400,610066045291.0000,-0.779771
2017-05-05,sh.000300,3427.9170,3436.3060,3366.5570,3382.5500,39784449400,423940869853.0000,-1.662997
2017-05-12,sh.000300,3369.1080,3387.2680,3312.8920,3385.3790,49524293900,523707742660.0000,0.083635
2017-05-19,sh.000300,3391.5880,3433.9690,3373.5520,3403.8490,44518997800,482039135524.0000,0.545611
2017-05-26,sh.000300,3400.5880,3498.3150,3383.8920,3480.4350,52696653700,567628951312.0000,2.249982
2017-06-02,sh.000300,3495.0730,3515.0810,3470.2010,3486.5070,29062547712,324908236800.0000,0.174490
2017-06-09,sh.000300,3480.1690,3590.8870,3460.4530,3576.1700,43966067968,521403756544.0000,2.571714
2017-06-16,sh.000300,3570.2190,3603.6900,3508.9460,3518.7610,40845433088,515535396864.0000,-1.605321
2017-06-23,sh.000300,3520.0600,3635.5270,3520.0600,3622.8830,48882264576,617301667840.0000,2.959053
2017-06-30,sh.000300,3627.0200,3676.5320,3627.0200,3666.7970,49721708288,632567267328.0000,1.212129
2017-07-07,sh.000300,3667.2310,3667.5950,3610.4580,3655.9290,47823944192,617219186688.0000,-0.296417
2017-07-14,sh.000300,3647.9370,3703.0940,3640.5890,3703.0940,59282408448,697023717376.0000,1.290096
2017-07-21,sh.000300,3700.6170,3751.6940,3621.3650,3728.5970,74627271168,846781771776.0000,0.688694
2017-07-28,sh.000300,3724.3770,3755.1900,3672.4970,3721.8910,64928028672,722200616960.0000,-0.179853
2017-08-04,sh.000300,3722.4280,3784.3510,3707.0030,3707.5790,77689296384,856357621760.0000,-0.384536
2017-08-11,sh.000300,3701.2160,3746.8610,3645.0940,3647.3500,66662599424,727142645760.0000,-1.624483
2017-08-18,sh.000300,3651.3750,3733.4910,3651.3750,3724.6740,53110540544,652404862976.0000,2.120005
2017-08-25,sh.000300,3731.8390,3795.9690,3728.6150,3795.7540,52545577216,637557051392.0000,1.908355
2017-09-01,sh.000300,3805.6560,3866.9420,3800.8860,3830.5380,74674669824,901509738496.0000,0.916392
2017-09-08,sh.000300,3828.5440,3865.2930,3813.5530,3825.9890,63584988160,768286121984.0000,-0.118756
2017-09-15,sh.000300,3828.3420,3854.4930,3817.5100,3831.2960,60127061248,765242429440.0000,0.138709
2017-09-22,sh.000300,3832.9620,3862.3580,3816.8220,3837.7300,54321492736,705905160192.0000,0.167933
2017-09-29,sh.000300,3829.2190,3852.2230,3808.3820,3836.5010,45832429056,578019180544.0000,-0.032024
2017-10-13,sh.000300,3910.1140,3927.1740,3855.4660,3921.0010,53696957440,711536041984.0000,2.202528
2017-10-20,sh.000300,3926.2750,3947.4230,3900.4750,3926.8520,48407353344,611672084480.0000,0.149222
2017-10-27,sh.000300,3930.8910,4024.4640,3920.6560,4021.9670,51931690240,650756820992.0000,2.422169
2017-11-03,sh.000300,4022.1640,4033.3390,3960.2690,3992.6970,65248878080,812987604992.0000,-0.727753
2017-11-10,sh.000300,3989.1820,4116.7140,3975.4060,4111.9110,68789904384,911969611776.0000,2.985801
2017-11-17,sh.000300,4115.5500,4137.6450,4055.7160,4120.8500,72848747520,1009272078336.0000,0.217393
2017-11-24,sh.000300,4093.7340,4260.6390,4057.4890,4104.2030,81328034816,1119639097344.0000,-0.403970
2017-12-01,sh.000300,4088.9310,4088.9310,3984.3770,3998.1360,57543726080,766128418816.0000,-2.584351
2017-12-08,sh.000300,3989.0460,4045.9330,3955.4400,4003.3790,54555740672,722698100736.0000,0.131136
2017-12-15,sh.000300,4006.8780,4070.1500,3974.9270,3980.8550,42884704512,620559245312.0000,-0.562625
2017-12-22,sh.000300,3983.2960,4080.7810,3967.9340,4054.5980,41629663744,596781449216.0000,1.852441
2017-12-29,sh.000300,4057.4170,4086.9340,3980.2350,4030.8540,49722889984,665074581504.0000,-0.585607
2018-01-05,sh.000300,4045.2080,4151.2810,4045.2080,4138.7500,58234131968,743858769920.0000,2.676753
2018-01-12,sh.000300,4140.8540,4227.3920,4127.3080,4225.0010,69696695808,931242725376.0000,2.083987
2018-01-19,sh.000300,4229.8350,4316.5710,4213.1270,4285.3950,92823730944,1231656583168.0000,1.429443
2018-01-26,sh.000300,4276.4810,4403.3370,4275.8970,4381.2990,96893185536,1249183789056.0000,2.237927
2018-02-02,sh.000300,4387.0570,4395.9050,4181.7790,4271.2320,81141500672,1067628859392.0000,-2.512200
2018-02-09,sh.000300,4204.4580,4274.1460,3759.1460,3840.6520,94500555776,1204118855680.0000,-10.080932
2018-02-14,sh.000300,3846.2670,3986.9800,3828.0690,3966.9610,29982986240,387447599104.0000,3.288738
2018-02-23,sh.000300,4020.9730,4085.2000,4009.9200,4071.0880,20527031808,266530197504.0000,2.624856
2018-03-02,sh.000300,4093.3980,4128.7430,3986.8940,4016.4610,57952391424,778126540800.0000,-1.341828
2018-03-09,sh.000300,4021.6570,4110.6730,3995.8710,4108.8650,53852503552,699799576576.0000,2.300632
2018-03-16,sh.000300,4130.7080,4139.5250,4055.8220,4056.4220,52474392320,712087506944.0000,-1.276338
2018-03-23,sh.000300,4054.6160,4110.1150,3834.9370,3904.9350,52889335808,716063830016.0000,-3.734498
2018-03-30,sh.000300,3862.6940,3936.7780,3794.2610,3898.4970,54447608320,777701089280.0000,-0.164868
2018-04-04,sh.000300,3897.0050,3937.0180,3839.9330,3854.8620,29511064320,422999085056.0000,-1.119278
2018-04-13,sh.000300,3851.9540,3958.7070,3827.4130,3871.1440,45645589504,603095257088.0000,0.422376
2018-04-20,sh.000300,3862.4730,3869.1560,3708.1060,3760.8540,49484225024,652234076160.0000,-2.849029
2018-04-27,sh.000300,3754.6890,3854.4290,3714.6440,3756.8760,45943079680,631099924480.0000,-0.105774
2018-05-04,sh.000300,3769.9250,3801.5240,3732.3710,3774.5980,24881644288,341138911232.0000,0.471722
2018-05-11,sh.000300,3782.5400,3903.3370,3776.0290,3872.8380,39223873024,565094162432.0000,2.602661
2018-05-18,sh.000300,3886.8730,3924.3420,3841.8960,3903.0630,36158328064,519073898496.0000,0.780435
2018-05-25,sh.000300,3925.5390,3937.4600,3804.1340,3816.4980,39091424256,523172339712.0000,-2.217874
2018-06-01,sh.000300,3816.2640,3846.5520,3722.0710,3770.5890,41147578880,569629483008.0000,-1.202909
2018-06-08,sh.000300,3785.1860,3859.8470,3759.2710,3779.6150,39202242048,563734487040.0000,0.239379
2018-06-15,sh.000300,3770.2080,3830.4710,3737.4280,3753.4330,36225426432,527769473024.0000,-0.692716
2018-06-22,sh.000300,3702.6680,3712.8160,3542.4560,3608.9040,41645105664,511925043200.0000,-3.850582
2018-06-29,sh.000300,3625.7980,3631.0250,3416.9470,3510.9840,39952924928,518638305280.0000,-2.713289
2018-07-06,sh.000300,3504.4570,3506.8990,3295.7290,3365.1220,42247369984,538174681088.0000,-4.154448
2018-07-13,sh.000300,3378.9050,3499.7640,3375.1440,3492.6890,38750077952,498313515008.0000,3.790858
2018-07-20,sh.000300,3488.9670,3506.2350,3398.9530,3492.8930,36725784832,476033589248.0000,0.005841
2018-07-27,sh.000300,3471.8550,3596.5120,3464.6470,3521.2260,53323530752,620356038656.0000,0.811161
2018-08-03,sh.000300,3520.8530,3550.9020,3315.2000,3315.2830,41255206912,497479733248.0000,-5.848616
2018-08-10,sh.000300,3312.8150,3424.0410,3257.6850,3405.0190,40996873472,490425966592.0000,2.706737
2018-08-17,sh.000300,3369.9810,3396.1880,3224.0990,3229.6190,34895981056,420115103744.0000,-5.151219
2018-08-24,sh.000300,3238.2150,3353.0440,3209.0110,3325.3340,32177510144,410848396288.0000,2.963662
2018-08-31,sh.000300,3339.3890,3416.5920,3310.8720,3334.5030,38132676864,465297166336.0000,0.275732
2018-09-07,sh.000300,3320.6890,3370.9630,3253.7250,3277.6430,32406824448,408490971136.0000,-1.705202
2018-09-14,sh.000300,3271.3810,3277.8840,3191.3970,3242.0900,30435722240,375153895168.0000,-1.084712
2018-09-21,sh.000300,3224.9260,3410.4850,3193.6420,3410.4850,38483230976,454179465728.0000,5.194026
2018-09-28,sh.000300,3375.9710,3448.2590,3367.0250,3438.8640,31637103104,384436924416.0000,0.832110
2018-10-12,sh.000300,3361.5590,3364.4640,3094.9650,3170.7260,44865758464,501850128384.0000,-7.797284
2018-10-19,sh.000300,3173.8460,3183.1290,3009.4980,3134.9450,38794153728,429131968512.0000,-1.128480
2018-10-26,sh.000300,3159.5610,3297.3800,3099.8880,3173.6350,58603620096,653556989952.0000,1.234152
2018-11-02,sh.000300,3157.4870,3290.2450,3050.7700,3290.2450,60523682816,681606238208.0000,3.674336
2018-11-09,sh.000300,3269.4690,3279.8780,3166.3100,3167.4440,44588865280,490565599232.0000,-3.732275
2018-11-16,sh.000300,3160.2460,3282.3900,3152.4390,3257.6730,55380015872,563851657216.0000,2.848638
2018-11-23,sh.000300,3258.7910,3294.6030,3139.3850,3143.4750,45917402112,482105434112.0000,-3.505508
2018-11-30,sh.000300,3148.6720,3204.8560,3126.2890,3172.6900,34108843776,365691602944.0000,0.929385
2018-12-07,sh.000300,3260.6860,3273.6390,3176.7060,3181.5640,40674594560,489283963392.0000,0.279700
2018-12-14,sh.000300,3153.5220,3234.0810,3134.3840,3165.9100,34471506944,389220776704.0000,-0.492022
2018-12-21,sh.000300,3158.2840,3167.5120,3007.6090,3029.3950,33234718720,380065352448.0000,-4.312030
2018-12-28,sh.000300,3015.4970,3047.2340,2964.8750,3010.6530,34323163648,362173859840.0000,-0.618671
2019-01-04,sh.000300,3017.0670,3036.8140,2935.8290,3035.8740,24284909568,259911409664.0000,0.837725
2019-01-11,sh.000300,3055.1530,3117.9610,3035.9120,3094.7780,45175747584,470089613312.0000,1.940265
2019-01-18,sh.000300,3092.4980,3171.6860,3064.3820,3168.1730,41924771072,443543319552.0000,2.371576
2019-01-25,sh.000300,3170.8770,3203.1740,3125.3000,3184.4690,38367839488,420529348608.0000,0.514366
2019-02-01,sh.000300,3203.1180,3247.4950,3148.2340,3247.3970,39229476096,448596865024.0000,1.976091
2019-02-15,sh.000300,3239.8070,3415.3990,3239.8070,3338.7040,67967512320,686657069056.0000,2.811698
2019-02-22,sh.000300,3366.4230,3520.1180,3366.4230,3520.1180,87674145024,899849195520.0000,5.433665
2019-03-01,sh.000300,3575.8520,3762.1120,3574.6880,3749.7140,137635304960,1512952983552.0000,6.522395
2019-03-08,sh.000300,3783.0360,3886.5790,3656.1910,3657.5790,152025729024,1677652865024.0000,-2.457121
2019-03-15,sh.000300,3663.9770,3804.7200,3650.8120,3745.0050,110551327488,1336084643840.0000,2.390270
2019-03-22,sh.000300,3753.6430,3868.3350,3733.6780,3833.8010,94195456000,1146489167872.0000,2.371052
2019-03-29,sh.000300,3776.4420,3876.3790,3687.5470,3872.3410,85930259456,1053078593536.0000,1.005269
2019-04-04,sh.000300,3901.1690,4072.1130,3901.1690,4062.2300,98971135232,1221057388544.0000,4.903726
2019-04-12,sh.000300,4097.1020,4122.6030,3961.4640,3988.6160,95006175744,1261195485184.0000,-1.812157
2019-04-19,sh.000300,4056.4910,4120.6350,3943.4870,4120.6070,86241168640,1098206740480.0000,3.309193
2019-04-26,sh.000300,4125.9710,4126.0900,3887.2520,3889.2740,79219423232,1019103150080.0000,-5.614052
2019-04-30,sh.000300,3896.5820,3953.2280,3875.4520,3913.2110,27010430464,365612478464.0000,0.615462
2019-05-10,sh.000300,3775.0760,3791.6110,3584.8220,3730.4510,69222913536,919729315840.0000,-4.670333
2019-05-17,sh.000300,3675.7590,3745.3550,3630.4380,3648.7600,56057860608,716795633664.0000,-2.189842
2019-05-24,sh.000300,3635.7350,3690.0880,3578.1120,3593.9130,49916435456,615990353920.0000,-1.503168
2019-05-31,sh.000300,3592.6020,3693.2270,3556.2560,3629.7890,50349737984,623495704576.0000,0.998243
2019-06-06,sh.000300,3640.6120,3672.8130,3557.0160,3564.6770,36199669504,452371181568.0000,-1.793823
2019-06-14,sh.000300,3578.0080,3723.1410,3568.2780,3654.8790,55318543872,657585942528.0000,2.530440
2019-06-21,sh.000300,3654.4430,3856.0850,3638.7800,3833.9380,59177188608,782828199936.0000,4.899177
2019-06-28,sh.000300,3836.3050,3854.0800,3755.0090,3825.5870,49606331136,698105860096.0000,-0.217818
2019-07-05,sh.000300,3899.3310,3942.4250,3854.6930,3893.2020,57557522432,813518802944.0000,1.767441
2019-07-12,sh.000300,3875.7540,3875.7540,3774.2300,3808.7310,40799369728,582384041984.0000,-2.169705
2019-07-19,sh.000300,3792.6400,3844.8680,3745.8540,3807.9550,45270265344,597176401920.0000,-0.020374
2019-07-26,sh.000300,3813.5020,3863.5870,3765.4420,3858.5680,43135512320,588446871552.0000,1.329139
2019-08-02,sh.000300,3857.9390,3890.7290,3720.0580,3747.4370,45353955840,602767228928.0000,-2.880110
2019-08-09,sh.000300,3724.4090,3739.5030,3575.8620,3633.5290,48915185408,640333553664.0000,-3.039624
2019-08-16,sh.000300,3647.8660,3738.0960,3612.1100,3710.5380,42670395136,605133328384.0000,2.119400
2019-08-23,sh.000300,3736.0340,3829.3600,3720.6890,3820.8630,50399135744,724763078656.0000,2.973289
2019-08-30,sh.000300,3756.3610,3848.2350,3753.1640,3799.5860,48812009728,740651397120.0000,-0.556864
2019-09-06,sh.000300,3803.6890,3970.0030,3799.8160,3948.5070,63817120256,914504331264.0000,3.919401
2019-09-12,sh.000300,3980.9570,3985.2390,3922.9530,3972.3790,51953528576,740955398144.0000,0.604583
2019-09-20,sh.000300,3981.3610,3982.2040,3879.4850,3935.6510,49545046528,720379793408.0000,-0.924584
2019-09-27,sh.000300,3925.1850,3927.0110,3832.2460,3852.6530,44804253696,674726604800.0000,-2.108876
2019-09-30,sh.000300,3842.0740,3857.2310,3813.5490,3814.5280,6593131264,100487270400.0000,-0.989578
2019-10-11,sh.000300,3818.5890,3922.3690,3805.0670,3911.7250,32514764544,498063237120.0000,2.548074
2019-10-18,sh.000300,3944.8590,3983.8110,3864.9650,3869.3770,43808214784,643711553536.0000,-1.082591
2019-10-25,sh.000300,3865.3430,3901.4240,3849.0330,3896.7920,36208830208,545209638912.0000,0.708512
2019-11-01,sh.000300,3904.9820,3956.0790,3876.4160,3952.3870,44494017280,699467612160.0000,1.426700
2019-11-08,sh.000300,3964.0050,4030.6380,3964.0050,3973.0100,49878053632,714441207808.0000,0.521800
2019-11-15,sh.000300,3948.6180,3948.6180,3877.0890,3877.0890,41818712832,586430054400.0000,-2.414300
2019-11-22,sh.000300,3874.4400,3947.0390,3833.5030,3849.9940,39579552512,599444992000.0000,-0.698800
2019-11-29,sh.000300,3850.9660,3899.1090,3804.8290,3828.6700,43339157760,591585878016.0000,-0.553900
2019-12-06,sh.000300,3835.5120,3902.3850,3811.6280,3902.3850,39840687872,574125023232.0000,1.925300
2019-12-13,sh.000300,3909.5290,3969.4560,3882.0870,3968.2210,51466189312,698575114240.0000,1.687100
2019-12-20,sh.000300,3970.7090,4067.1350,3953.5120,4017.2520,74016959488,962427011072.0000,1.235600
2019-12-27,sh.000300,4014.6920,4066.7960,3963.6650,4022.0270,57353123328,752349274112.0000,0.118900
2020-01-03,sh.000300,4015.5190,4172.6550,4001.4950,4144.9640,60417876480,875255828480.0000,3.056600
2020-01-10,sh.000300,4120.5210,4180.9770,4101.9800,4163.1840,73230287616,1036955160576.0000,0.439600
2020-01-17,sh.000300,4166.9250,4223.5070,4141.6440,4154.8530,55263922944,881932783616.0000,-0.200100
2020-01-23,sh.000300,4170.7360,4185.9620,3972.3930,4003.9010,54005302016,865824677888.0000,-3.633100
2020-02-07,sh.000300,3639.9080,3914.9150,3639.9080,3899.8690,87461249280,1305840701440.0000,-2.598300
2020-02-14,sh.000300,3872.3730,4001.5620,3861.0060,3987.7340,70680060928,1101210308608.0000,2.253000
2020-02-21,sh.000300,3999.6510,4184.4370,3999.6510,4149.4900,94450785792,1410574462976.0000,4.056300
2020-02-28,sh.000300,4131.8360,4149.0100,3928.0660,3940.0480,112969726976,1677033054208.0000,-5.047400
2020-03-06,sh.000300,3968.8430,4215.8510,3968.8430,4138.5070,102540689664,1546021117952.0000,5.037000
2020-03-13,sh.000300,4063.0760,4093.0024,3765.1479,3895.3128,91253172800,1359970340813.8000,-5.876400
2020-03-20,sh.000300,3899.8598,3899.8598,3503.1866,3653.2239,82766234300,1260837966788.1000,-6.214900
2020-03-27,sh.000300,3542.6837,3758.7827,3523.7877,3710.0605,67007942900,993224722615.9000,1.555800
2020-04-03,sh.000300,3657.4624,3738.8323,3637.5853,3713.2183,57267561000,831684948907.0000,0.085100
2020-04-10,sh.000300,3779.9076,3824.7441,3758.9599,3769.1782,45709753100,686066145250.6000,1.507000
2020-04-17,sh.000300,3751.7093,3863.4521,3740.1936,3839.4871,52610517800,810946668720.4000,1.865400
2020-04-24,sh.000300,3845.4598,3857.4709,3779.9967,3796.9721,47918705200,723632574153.7000,-1.107300
2020-04-30,sh.000300,3808.0171,3921.7004,3768.2000,3912.5772,44632792600,683031303661.0000,3.044700
2020-05-08,sh.000300,3867.2587,3979.6627,3865.9875,3963.6217,36231366200,572443348920.9000,1.304600
2020-05-15,sh.000300,3974.7605,3998.0972,3907.4021,3912.8159,49026341200,793587940105.4000,-1.281800
2020-05-22,sh.000300,3914.6602,3966.8518,3818.1488,3824.0640,50584759600,811957524290.3000,-2.268200
2020-05-29,sh.000300,3828.3206,3885.4211,3800.1796,3867.0232,42707111900,650961582018.2000,1.123400
2020-06-05,sh.000300,3901.7263,4018.6759,3901.7263,4001.2509,62407887400,908251783697.8000,3.471100
2020-06-12,sh.000300,4023.6060,4052.1557,3927.2491,4003.0829,62697161000,916943615667.3000,0.045800
2020-06-19,sh.000300,3982.9672,4109.3602,3954.9883,4098.7095,63905094900,1038949584359.6000,2.388800
2020-06-24,sh.000300,4097.5071,4144.6782,4080.7533,4138.9895,40677144000,718558461569.0000,0.982700
2020-07-03,sh.000300,4127.9348,4419.5955,4092.5352,4419.5955,97021473800,1602076114975.1000,6.779600
2020-07-10,sh.000300,4465.8081,4854.1201,4465.8081,4753.1333,182790096900,2832733573581.9000,7.546800
2020-07-17,sh.000300,4742.3738,4878.0773,4485.8214,4544.7007,138330913300,2423276344516.0000,-4.385200
2020-07-24,sh.000300,4597.2038,4790.4491,4479.3928,4505.5906,114890355600,2002156868893.7000,-0.860600
2020-07-31,sh.000300,4535.0053,4741.8084,4482.4408,4695.0462,87269094600,1620290359776.2000,4.204900
2020-08-07,sh.000300,4735.8985,4807.0782,4637.8427,4707.9262,109282439400,1977098627095.1000,0.274300
2020-08-14,sh.000300,4681.7553,4791.5337,4566.2736,4704.6288,91206559500,1574714626296.2000,-0.070000
2020-08-21,sh.000300,4727.1204,4838.0864,4662.8032,4718.8431,95061086100,1562530067926.8000,0.302100
2020-08-28,sh.000300,4746.4035,4850.4884,4679.3623,4844.2652,72259265800,1340873229251.6000,2.657900
2020-09-04,sh.000300,4870.9337,4901.2115,4726.5559,4770.2190,76465595200,1417677075604.0000,-1.528500
2020-09-11,sh.000300,4759.5213,4789.3031,4558.0304,4627.2826,71603942700,1200807006184.5000,-2.996400
2020-09-18,sh.000300,4652.0539,4737.8039,4601.6390,4737.0887,58431485100,1098379872280.0000,2.373000
2020-09-25,sh.000300,4750.7481,4752.9799,4554.7199,4570.0216,54564414000,978413851170.1000,-3.526800
2020-09-30,sh.000300,4582.6471,4634.7239,4563.4108,4587.3953,26012344700,484784784794.0000,0.380200
2020-10-09,sh.000300,4663.6100,4695.4041,4655.0851,4681.1412,11133751200,229926731489.9000,2.043600
2020-10-16,sh.000300,4705.1883,4845.9191,4704.1554,4791.6760,61088888300,1197910748307.5000,2.361300
2020-10-23,sh.000300,4823.4944,4849.6050,4717.0984,4718.4881,53927629500,996820886448.5000,-1.527400
2020-10-30,sh.000300,4684.0465,4803.0317,4639.3019,4695.3338,56638253400,1152035624747.1000,-0.490700
2020-11-06,sh.000300,4702.7457,4897.6295,4695.4436,4885.7178,68646853500,1349249050540.9000,4.054700
2020-11-13,sh.000300,4918.8609,4997.8017,4825.7578,4856.8513,78967741100,1493052318888.8000,-0.590800
2020-11-20,sh.000300,4880.9580,4947.4297,4848.6239,4943.2882,72755677900,1323124477646.4000,1.779700
2020-11-27,sh.000300,4954.5987,5029.6515,4867.8153,4980.7650,83304888500,1368436029406.0000,0.758100
2020-12-04,sh.000300,4994.1063,5090.6084,4960.2519,5065.9163,98435297900,1568690605872.3000,1.709600
2020-12-11,sh.000300,5065.7285,5067.8698,4849.3547,4889.6292,68715817800,1265175204951.9000,-3.479900
2020-12-18,sh.000300,4903.6270,5027.4446,4887.6599,4999.9678,60735825000,1254786613301.8000,2.256600
2020-12-25,sh.000300,4995.7622,5055.1348,4960.9457,5042.0137,67887521700,1424358896412.3000,0.840900
2020-12-31,sh.000300,5042.9432,5215.6178,5034.3078,5211.2885,59834202600,1215363671862.5000,3.357300
2021-01-08,sh.000300,5212.9313,5547.4733,5190.9372,5495.4306,105461302100,2342225500126.6000,5.452400
2021-01-15,sh.000300,5504.2358,5644.7195,5390.2737,5458.0812,119994687000,2533092011901.3000,-0.679600
2021-01-22,sh.000300,5438.1618,5593.1058,5410.7750,5569.7760,99825877100,2139498648013.6000,2.046400
2021-01-29,sh.000300,5564.1237,5655.4795,5288.0955,5351.9646,88180681900,2066521869703.0000,-3.910600
2021-02-05,sh.000300,5356.8535,5550.7714,5342.0458,5483.4140,88985384000,1924614742350.2000,2.456100
2021-02-10,sh.000300,5506.1423,5823.4219,5479.8529,5807.7191,49909082100,1163408356192.0000,5.914300
2021-02-19,sh.000300,5922.0714,5930.9122,5667.3209,5778.8420,43332446600,963915029680.1000,-0.497200
2021-02-26,sh.000300,5785.5097,5785.5097,5318.8579,5336.7609,118436129000,2258830692303.9000,-7.650000
2021-03-05,sh.000300,5389.2499,5454.9687,5174.2458,5262.7958,98408685900,1809123695513.9000,-1.386000
2021-03-12,sh.000300,5299.7907,5326.2602,4917.9090,5146.3786,102149248400,1788223375755.4000,-2.212100
2021-03-19,sh.000300,5116.1228,5160.4566,4980.7609,5007.0907,82178188100,1409892516163.2000,-2.706500
2021-03-26,sh.000300,5008.3953,5071.3378,4883.6615,5037.9899,76367446700,1279618468648.0000,0.617100
